店名,种类,环境评分,服务评分,口味评分
星巴克(新尚天地店),咖啡厅,4.69,4.85,4.02
luckin coffee瑞幸咖啡(绿地468店),咖啡厅,4.26,3.88,3.94
luckin coffee瑞幸咖啡(龙泉驿万达广场店),咖啡厅,4.87,4.35,4.26
omno大耳查俄式咖啡,咖啡厅,4.07,4.87,4.22
星巴克(银石广场店),咖啡厅,3.96,4.97,4.25
星巴克臻选(东方新希望天祥店),咖啡厅,4.54,4.73,4.89
花集悦咖啡,咖啡厅,4.57,4.37,4.07
刺青咖啡,咖啡厅,3.41,4.15,3.37
星巴克(雅颂居店),咖啡厅,4.16,4.14,4.19
墙边边,咖啡厅,3.99,3.28,2.92
星巴克(七一广场店),咖啡厅,3.32,4.69,4.8
完美日记·完子之家咖啡店,咖啡厅,3.89,4.27,4.1
洋小姐花园咖啡,咖啡厅,4.3,3.83,4.44
我楽苦多珈琲,咖啡厅,4.57,4.85,4.62
云朵?COFFEE,咖啡厅,3.76,4.84,4.35
星巴克(泛悦国际店),咖啡厅,3.58,3.9,4.57
太平洋咖啡(大悦城店),咖啡厅,4.02,2.93,3.46
星巴克(三千集店),咖啡厅,4.8,3.97,4.77
森邻咖啡,咖啡厅,4.42,3.11,3.08
manchildcafe慢船咖啡馆,咖啡厅,4.28,4.05,4.65
星巴克(阳光新业店),咖啡厅,3.29,3.41,4.44
LEGAL JOY COFFEE 律途咖啡,咖啡厅,4.7,3.82,3.32
心越温泉度假酒店,咖啡厅,3.59,4.43,4.06
星巴克(汇锦广场店),咖啡厅,4.47,4.55,4.53
木吉猫达人咖啡(蜀金路店),咖啡厅,3.93,4.14,4.52
luckin coffee瑞幸咖啡(中石化羊西北店),咖啡厅,4.6,4.82,4.23
luckin coffee瑞幸咖啡(瑞安中心店),咖啡厅,4.84,4.67,3.87
星巴克(益州国际店),咖啡厅,4.12,4.12,4.6
星巴克(中海右岸环宇坊店),咖啡厅,3.88,3.11,3.97
星巴克(国际金融中心6楼店),咖啡厅,3.03,4.68,3.95
星巴克(吾悦广场店),咖啡厅,3.37,4.14,3.71
博物馆咖啡厅,咖啡厅,4.8,4.96,4.8
星巴克(花样年红唐广场店),咖啡厅,3.46,3.12,3.32
星巴克(SM广场店),咖啡厅,4.03,4.38,3.92
龙猫咖啡生活馆,咖啡厅,3.6,4.47,2.93
S&F咖啡馆,咖啡厅,4.79,3.5,3.11
元码咖啡,咖啡厅,3.04,3.94,3.39
Bunny Drop白兔糖咖啡(IBOX店),咖啡厅,4.24,4.55,4.48
依旧小屋Still Bar,咖啡厅,3.88,4.78,4.65
星巴克(世纪城新会展店),咖啡厅,3.92,4.45,4.56
卢浮花园,咖啡厅,3.83,4.8,3.95
luckin coffee瑞幸咖啡(仁和新城店),咖啡厅,4.76,4.9,4.23
墙墙猫咖啡馆(草堂店),咖啡厅,4.05,4.4,4.34
luckin coffee瑞幸咖啡(温江商会广场店),咖啡厅,4.52,4.79,4.7
一英里COFFEE,咖啡厅,3.76,4.55,3.24
星巴克(武侯大悦城2店),咖啡厅,3.21,4.29,4.46
星巴克(凤凰里水街店),咖啡厅,3.11,4.23,2.87
19 Coffee Pub,咖啡厅,4.89,4.77,4.16
星巴克(欧尚店),咖啡厅,4.16,4.68,4.49
NEARGO布偶猫咖啡体验馆,咖啡厅,4.8,4.17,4.94
大观雅集咖啡厅(青羊区店),咖啡厅,4.61,3.9,4.7
UNIQUE.一笙 艺术咖啡馆,咖啡厅,4.86,3.76,3.69
HILL CAFE,咖啡厅,4.38,4.53,3.94
星巴克(凯德魅力城店),咖啡厅,3.98,4.58,4.84
星巴克(仁恒Office店),咖啡厅,4.78,4.42,4.07
杯子咖啡,咖啡厅,4.22,4.7,4.5
Yuzu Me·有只蜜咖啡,咖啡厅,4.24,4.08,4.09
客尔滋咖啡吧,咖啡厅,4.5,4.5,4.62
泓咖啡,咖啡厅,4.73,3.06,3.5
佩米咖啡厅,咖啡厅,4.97,4.59,4.68
宽融套房酒店·悦融汇Cafe&Bistro(成都太古里店),咖啡厅,3.84,3.09,4.71
精灵船长猫咪主题咖啡屋,咖啡厅,4.78,4.59,4.03
漫喵猫咖主题咖啡馆,咖啡厅,4.58,3.97,4.67
luckin coffee瑞幸咖啡(银泰城店),咖啡厅,4.38,4.71,4.66
星巴克(时代奥特莱斯店),咖啡厅,4.47,4.98,4.68
良木缘咖啡西餐(邛崃店),咖啡厅,3.96,4.59,4.62
壹丁咖啡,咖啡厅,3.17,4.21,4.81
星巴克(钻石广场店),咖啡厅,3.98,4.34,4.08
克蕾朵咖啡,咖啡厅,3.79,3.99,3.07
星巴克(戛纳湾店),咖啡厅,3.19,3.4,3.05
星巴克(复城国际店),咖啡厅,4.36,3.89,4.05
玖月猫咪咖啡馆,咖啡厅,4.89,4.86,4.4
Salmonist Cafe 三文,咖啡厅,3.4,3.59,3.52
太平洋咖啡(奥克斯店),咖啡厅,4.26,4.53,4.21
MignonReine·Lolita Cafe,咖啡厅,3.7,3.49,3.33
ATTA COFFEE艾塔咖啡(保利中心店),咖啡厅,4.83,4.2,4.01
luckin coffee瑞幸咖啡(龙湖西宸天街店?),咖啡厅,4.77,4.88,4.6
星巴克(总府店),咖啡厅,4.89,4.82,4.52
三三与猫·猫咖,咖啡厅,4.87,4.53,4.34
咖啡陪你(温江店),咖啡厅,3.51,3.14,4.76
luckin coffee瑞幸咖啡(光华中心店),咖啡厅,3.99,3.94,4.8
喵茶堂?猫咖?茶舍,咖啡厅,3.04,4.79,3.84
安仁咖啡博物馆,咖啡厅,4.46,3.15,4.29
星巴克(蜀都万达店),咖啡厅,4.35,4.49,4.61
luckin coffee瑞幸咖啡(新城吾悦广场店),咖啡厅,3.93,4.41,4.32
星巴克(锦华路BHG店),咖啡厅,4.25,4.82,3.75
星巴克(双楠伊藤洋华堂店),咖啡厅,4.1,4.06,3.87
星巴克(龙湖滨江天街店),咖啡厅,3.76,4.5,4.7
星巴克(建设路伊藤店),咖啡厅,4.62,4.63,4.54
省图书馆咖啡厅,咖啡厅,4.58,4,3.08
星巴克(中粮丽都悦街店),咖啡厅,4,4.63,4.14
无名简居,咖啡厅,4.57,4.53,4.07
星巴克(龙泉万达广场店),咖啡厅,3.88,4.61,4.38
星巴克(凯丹广场店),咖啡厅,4.97,3.77,3.87
清逸书吧,咖啡厅,3.56,3.06,4.32
CAFE GAQI,咖啡厅,3.55,3.47,3.73
雨下精品咖啡,咖啡厅,3.15,3.79,3.41
世界牛奶日(川大东区店),咖啡厅,4.88,3.64,4.04
luckin coffee瑞幸咖啡(浣花香店),咖啡厅,4.15,3.02,4.52
星巴克(上古天地店),咖啡厅,4.54,3,4.62
瑞幸咖啡luckincoffee(蓝润ISC店),咖啡厅,4.38,4.87,4.78
蘭海之汐 SEA TIDE,咖啡厅,4.1,4.9,3.88
瑞幸咖啡luckincoffee(龙湖北城天街店),咖啡厅,3.94,4.93,4.41
一朵猫咖Y&DCatcoffee,咖啡厅,3.53,3.08,3.21
luckin coffee瑞幸咖啡(德昆新天地店),咖啡厅,3.99,4.73,4.6
瓷娃娃咖啡馆,咖啡厅,3.16,3.54,3.63
啡色奇跡咖啡馆,咖啡厅,4.93,3.92,4.05
luckin coffee 万树森林店,咖啡厅,4.68,4.07,4.12
名猫会馆猫咖啡厅,咖啡厅,3,3.23,4.09
luckin coffee瑞幸咖啡(IMC美程广场店),咖啡厅,4.29,4.26,3.8
IPFArt Café,咖啡厅,4.06,4.32,4.32
KC咖啡,咖啡厅,4.46,3.63,3.62
玛瑙大堂吧·ONYX,咖啡厅,3.67,3.32,3.66
私目时光猫咖,咖啡厅,3.6,4.29,4.1
J Coffee(马鞍南街店),咖啡厅,2.87,2.96,4.8
弥远咖啡(北湖公园店),咖啡厅,2.97,4.53,3.6
猫枕桃笙猫咪咖啡馆,咖啡厅,3.11,3.49,3.98
黑壶咖啡(大学城店),咖啡厅,3.9,4.04,3.44
西橙派对 猫咖馆,咖啡厅,4.84,4.07,4.35
UM coffee,咖啡厅,4.44,3.71,3.41
Polar咖啡,咖啡厅,4.64,3.11,4.22
星巴克(新街里店),咖啡厅,4.35,3.29,3.94
神奇·猪咖(春熙路IFS店),咖啡厅,3.46,3.17,3.5
星巴克(金融城店),咖啡厅,4.27,4.46,4.06
星巴克(嘉信茂沙湾店),咖啡厅,3.92,3.87,4.59
COSTA COFFEE(成都天府广场店),咖啡厅,3.76,3.48,3.48
1983Binance咖啡馆【第一杯比特币咖啡】,咖啡厅,3.87,4.27,2.92
BC  coffee,咖啡厅,4.14,4.5,4
墙墙猫咖啡馆(红星路店),咖啡厅,4.28,4.31,4.84
长城优品生活馆(水街店),咖啡厅,4.95,4.8,3.91
星巴克(曙光国际店),咖啡厅,4.31,4.05,3.95
Maius美时·印象,咖啡厅,4.91,3.98,3.58
星巴克(新城吾悦广场店),咖啡厅,3.96,4.18,4.43
luckin coffee瑞幸咖啡(百悦国际中心店),咖啡厅,3.06,4,3.77
luckin coffee瑞幸咖啡(润邦国际酒店店),咖啡厅,4.64,3.87,4.89
星巴克(威斯顿店),咖啡厅,4.19,3.73,4.43
荆棘马咖啡,咖啡厅,3.04,4.04,3.44
九屿咖啡?甜品,咖啡厅,2.94,3.38,3.94
星巴克(佛罗伦萨小镇店),咖啡厅,3.99,4.35,3.94
星巴克(东航中心店),咖啡厅,3.59,3.7,4.52
luckin coffee瑞幸咖啡(银泰中心店),咖啡厅,4.72,3.16,3.27
慢咖啡·自家烘焙,咖啡厅,3.84,4.8,3.08
七颗种子咖啡厅,咖啡厅,4.92,3.28,3.95
luckin coffee瑞幸咖啡(空港国际城店),咖啡厅,4.56,4.9,4.96
星巴克(明宇金融广场店),咖啡厅,4.97,2.91,3.28
星巴克(科甲店),咖啡厅,4.56,4.01,3.87
青亭茶廊&荷汀大堂吧,咖啡厅,3.36,4.05,4.28
安妮咖啡(长益路店),咖啡厅,3.99,4.68,4.42
Hortensia绣球花园咖啡馆,咖啡厅,3.58,4.85,3.73
luckin coffee瑞幸咖啡(世豪广场店),咖啡厅,4.09,3.99,4.61
环球洲际大饭店·逸汀大堂吧,咖啡厅,3.51,3.46,3.28
DAZZLECaffe(来福士广场店),咖啡厅,4.94,4.66,2.91
MO+ Wehome(中心店),咖啡厅,4.79,4.86,3.82
锦江区偷心咖啡馆,咖啡厅,3.3,4.39,4.34
微时光咖啡,咖啡厅,4.14,4.75,4.47
COSTA COFFEE(银泰城店),咖啡厅,4.42,3.91,3.77
玫瑰苑,咖啡厅,4.37,2.89,3.98
北堰coffee,咖啡厅,4.85,4.35,2.96
kalona咖啡下午茶,咖啡厅,4.34,4,3.22
luckin coffee瑞幸咖啡(光华仁和春天百货店),咖啡厅,4.34,3.91,4.23
韩糕(龙泉店),咖啡厅,4.8,4.44,3.71
遇见美好,咖啡厅,3.68,4.13,4.5
luckin coffee瑞幸咖啡(金牛凯德广场店),咖啡厅,4.83,3.92,4.84
NIO Café,咖啡厅,3.09,4.17,4.85
思巢咖啡酒馆(龙门店),咖啡厅,4.69,3.01,4.45
IPSTAR|潮玩星球(大悦城店),咖啡厅,3.06,4.44,3.72
坚泽集合空间,咖啡厅,4.9,4.85,4.04
野院(桐梓林店),咖啡厅,4.3,2.89,3.32
luckin coffee瑞幸咖啡(瑞升橡树林店),咖啡厅,4.82,4.74,4.34
瑞幸咖啡luckincoffee(西部智谷店),咖啡厅,4.56,4.69,4.59
每日秋忆咖啡体验馆,咖啡厅,3.29,3.83,4.79
亲爱的汪仔·猫咖狗咖,咖啡厅,3.5,4.3,4.06
二鹿社咖啡,咖啡厅,3.72,3.17,3.69
许家菜.艺创菜(仁和新城店),川菜,4.2,4.51,4.4
张烤鸭·冒烤鸭(青石桥总店),川菜,4.98,4.8,4.2
马旺子·川小馆(太古里店),川菜,4.78,3.89,4.7
老房子华粹元年食府(天府三街店),川菜,3.88,4.46,4.35
顺兴老茶馆(世纪城店),川菜,4.02,3.97,4.07
许家菜(望江店),川菜,4.18,4.51,4.9
百年神厨(太升南路店),川菜,3.94,4.16,4.25
刘大姐黄辣丁老字号(新津店),川菜,3.9,4.64,4.53
青城甲(青城山店),川菜,3.95,4.9,4.93
飞龙山庄·宴会·农家乐,川菜,4.95,4.68,4.24
饕林餐厅(春熙路店),川菜,4.31,4.81,3.95
宋家黄辣丁砂锅血旺肥肠(新津店),川菜,4.45,4.05,4.11
子非,川菜,4.91,4.34,4.69
陶德砂锅(双楠店),川菜,4.87,4.38,4.73
盐欢·新派自贡菜(少陵路店),川菜,4.07,4.67,4.97
大口巴肥肠血旺(长春西路店),川菜,4.65,3.93,4.61
五河渔庄(新津店),川菜,4.05,4.04,4.43
解香私房菜(杜甫草堂店),川菜,4.36,4.15,4.04
庭院小酌,川菜,4.81,4.77,4.12
云荟,川菜,4.12,4.27,4.13
芳香景私房菜·精致意境川菜(太古里店),川菜,4.82,4.27,4.75
梁鸡肉·青城山的柴火鸡,川菜,4.57,4.82,4.03
杨三孃跷脚牛肉(橡树林店),川菜,4.32,4.29,4.28
御苑精品川菜馆,川菜,4.62,4.17,4.84
竹下精致川菜·河鲜,川菜,4.33,4.15,4.68
祥侬国鸡宴·青城山下柴火鸡,川菜,4.18,4.24,4.46
嗨！小龙虾·鲍螺鸡汤(太古里店),川菜,4.85,4.13,4.86
兰香村土菜馆,川菜,4.27,4.84,3.88
玛吉阿米(蜀汉路店),川菜,4.22,4.54,4.25
雅轩·川菜大师(桐梓林店),川菜,4.52,4.4,4.75
芳香景(宽窄巷子店),川菜,3.9,4.54,4.38
温江老字号鸡毛店(李家沱店),川菜,4.42,4.08,4.23
李氏豆花庄(青城山店),川菜,4.93,4.74,4.68
臻·享高空私房菜,川菜,4.78,4,4.17
成都吃客(九眼桥店),川菜,4.15,4.8,4.39
古巴热浪城堡·特色川菜&红酒馆,川菜,4.61,4,4.12
不二隐庐(宽窄巷子店),川菜,4.8,4.86,4.94
锦味鲜·六样菜,川菜,4.56,4.9,4.51
云门·兰亭(太古里店),川菜,4.56,4.18,4.34
隐庐·古法川菜,川菜,4.32,3.87,4.87
不贰餐吧Restaurant&Bar(花牌坊店),川菜,4.52,4.68,4.56
芙蓉凰花园酒楼,川菜,3.94,4.03,4.73
彭大姐老店黄辣丁(新津店),川菜,4.85,4.84,4.83
柴门荟(中海店),川菜,3.92,4.33,4.44
因为遇见你·新派川菜(春熙店),川菜,4.22,3.95,4.4
陶德砂锅(营门口店),川菜,4.45,4.23,4.75
耍酒馆(航空港店),川菜,3.94,4.38,4.27
子月餐厅,川菜,4.87,4.08,4.43
鸡毛店(东郊记忆店),川菜,4.53,4.31,4.61
朴园私家川菜(静安店),川菜,4.6,4.47,4.59
悦百味品质川菜(悠方臻选店),川菜,4.47,4.22,4.53
红辣椒(泛悦国际店),川菜,4.52,4.6,4.4
牛水煮·麻辣水煮牛肉(天府三街旗舰店),川菜,4.14,4.07,4.04
南汇57,川菜,4.47,4.09,4.96
瘾肆,川菜,4.42,4,3.78
自贡扛霸子鲜锅兔(温江店),川菜,4.68,4.57,3.97
堂前燕,川菜,4.52,4.55,4.51
遇见你,川菜,4.44,4.72,4.03
浪起把把烧(总店),川菜,4.52,4.75,4.63
麓味轩,川菜,3.77,4.5,3.03
赤宴(玉林店),川菜,3.93,4.91,3.95
松云泽,川菜,4.98,4.76,3.97
天干兔燥(天府三街店),川菜,3.96,4.21,4.23
孔干饭·四川方言四川菜(清江东路店),川菜,4.18,4.46,4.05
大摆龙门镇(温江旗舰店),川菜,4.92,4.24,3.96
孔干饭·四川方言四川菜(红星路店),川菜,4.93,4.72,4.76
永乐饭店,川菜,4.23,4.63,4.1
不二山房,川菜,4.96,4.61,4.53
台山蚝院,川菜,4.57,3.98,4.88
听香(宽窄巷子店),川菜,4.66,4.6,4.66
青龙正街饭店(精品1号店),川菜,4.89,4.56,4.35
陶德砂锅(蜀汉路店),川菜,4.7,4.54,4.18
陶园小炉·川味砂锅菜,川菜,4.02,4.92,4.24
廊桥THE BRIDGE,川菜,4.74,4.71,4.34
回水镇·江湖川菜,川菜,4.25,3.99,4.93
鸡毛店(玉林店),川菜,4.08,4.35,4.69
柒月小院,川菜,4.11,3.96,4.39
大嘴砂锅(温江旗舰店),川菜,3.88,4.99,4.78
王小蚝?烧烤海鲜大排档(玉林店),川菜,4.43,4.87,4.63
薛涛·院子里,川菜,4.09,4.41,4.81
乡村映巷川菜馆,川菜,4.18,4.17,4.14
首座万豪酒店中餐厅,川菜,4.46,4.66,4.35
颜氏跷脚牛肉,川菜,4.9,4.1,4
金牌泰香米(银泰in99店),川菜,4.67,4.92,4.21
九锅一堂重庆家常菜(交大凯德店),川菜,4.23,4.28,4.57
李歪歪巫山纸包鱼(华阳总店),川菜,4.96,4.91,4.05
宽巷子3号,川菜,4.97,3.95,4.32
吞川汤饭(成都远洋太古里店),川菜,4.77,4.55,4.96
鱼桥巷·美学川菜,川菜,4.51,4.35,4.26
天府掌柜(兰桂坊店),川菜,4.42,3.9,4.03
成都吃客(奎星楼店),川菜,4.57,4.97,4.48
胡桃里音乐餐厅(文殊院店),川菜,4.75,4.23,4.95
屋顶上的樱园,川菜,4.97,3.99,4.6
落叫川西菜,川菜,4.27,4.71,4.9
金芙蓉耗儿鱼·汤锅干锅馆(太古里店),川菜,4.42,4.9,4.97
耍酒馆(九眼桥店),川菜,3.95,4.33,4.48
九久鲜锅菜(春熙店),川菜,4.45,3.88,4.48
明婷饭店,川菜,4.19,4.33,4.75
泰香米泰国餐厅(环球中心店),川菜,4.61,4.78,4.65
渝九香川菜馆(武侯祠店),川菜,4.04,4.72,4.71
土灶人家,川菜,4.73,4.75,3.96
鸡毛店(紫荆店),川菜,4.48,4.85,4.54
别院里音乐餐吧,川菜,4.26,4.54,4.85
鸡毛店(沙湾店),川菜,4.82,4.59,4.08
不二隐庐(院里店),川菜,3.98,3.88,4.24
演燚·小院川菜毛血旺,川菜,4.51,4.78,4.15
拔萃(领地店),川菜,4.24,3.9,4.61
云门锦翠,川菜,3.97,4.51,4.17
百姓百味民间拿手川菜(锦门店),川菜,4.31,4.96,4.01
inns·隐是 餐吧,川菜,4.03,4.27,4.62
小東家一骨香,川菜,4.69,4.33,4.45
柒声·食肆,川菜,4.93,4.03,4.28
拂晓(宽窄巷子店),川菜,4.24,4.71,4.05
院8里·有院子的老川菜(宽窄巷子店),川菜,4.24,4.56,4.23
黑竹香鸡(营和巷店),川菜,4.36,4.55,4.28
谢老怪牦牛肉馆(鹭岛店),川菜,4.11,4.14,4.2
苏帮主三样菜(双楠店),川菜,4.22,4.39,4.38
闲亭(峨影店),川菜,4.98,4.72,4.26
胡桃里音乐酒馆(新会展店),川菜,3.87,4.81,4.18
八珍玉食鲜汤馆·花胶鸡(世纪城店),川菜,4.02,4.83,4.95
鹅毛店(郫都总店),川菜,4.22,4.34,4.06
坝坝老柴房,川菜,4.9,4.89,4.3
红虾社·蛙联盟(春熙路太古里店),川菜,4.22,4.2,4.66
蓉记香辣蟹爬爬虾(宽窄巷子店),川菜,4.82,4.16,4.22
九品风山珍宝酒楼(科华中路店),川菜,4.11,4.11,4.71
鲲曲传家菜·新中式川菜,川菜,4.66,4.16,4.85
劉仟萬私房菜,川菜,4.66,4.6,4.26
汤公汤婆·煲汤治愈所(IFS旗舰店),川菜,4.15,4.8,4.7
四方三川by Mercedes me·聚,川菜,3.97,4.78,4.44
喜悦大舍川菜(铁像寺店),川菜,4.96,4.67,3.91
黑石香村柴火鸡,川菜,4.66,4.29,4.84
烤匠麻辣烤鱼(来福士店),川菜,4.63,3.91,3.94
烤匠麻辣烤鱼(万象城店),川菜,3.93,3.99,4.64
转转会(莲桂店),川菜,4.84,4.62,4.87
拾悦花园餐厅,川菜,3.95,4.14,4.14
缘贡自贡菜·川菜馆(春熙路店),川菜,4.74,4.49,3.94
柴门头啖汤(仁恒置地广场店),川菜,3.89,4.61,4.93
竹涟烧肉(交大店),川菜,4.92,3.96,4.42
坐井百年江湖菜(新希望国际店),川菜,4.13,4.59,4.36
纯吃客,川菜,4.82,4.8,4.25
红杏酒家(锦华店),川菜,4.79,4.65,4.15
老班长泡椒兔,川菜,4.21,4.09,4.67
集源江湖菜,川菜,3.89,4.28,4.12
烤匠麻辣烤鱼(伊藤店),川菜,4.99,4.43,4.79
不二隐庐(百花店),川菜,4.4,4.03,3.88
二孃鸡爪爪(奎星楼店),川菜,4.02,4.96,4.4
匠油师傅(宽窄巷子店),川菜,4.61,4.82,4.27
味水山庄,川菜,4.84,4.26,4.36
王婆婆大牌檔,川菜,4.02,4.25,4.89
谢氏红高粱·海鲜酒楼(迎宾大道店),川菜,3.37,4.09,4.64
坐井百年江湖菜(悠方店),川菜,4.32,4.62,3.97
烤匠麻辣烤鱼(IFS店),川菜,4.67,4.03,4.58
盐井记自贡美蛙鲜锅兔,川菜,4.83,4.19,4.62
卞氏菜根香(天府三街店),川菜,4.35,4.9,4.1
寸厘·盐帮菜,川菜,4.2,4.22,4.42
烤匠麻辣烤鱼(环球中心店),川菜,4.15,4.68,4.54
拈一筷子·宜宾江湖菜,川菜,4.91,4.37,4.8
蜀厨小匠(犀浦店),川菜,4.22,4.94,4.64
乐达餐饮（(双流店）),川菜,4.25,4.8,3.95
椒研所·麻辣干锅(大悦城店),川菜,4.1,4.37,4.74
鸡本无敌·中式炒鸡社(天府三街店),川菜,4.01,4.74,4.06
饕林餐厅(武侯祠店),川菜,3.92,4.78,4.89
胡桃里音乐酒馆(郫都店),川菜,4.51,4.2,4.19
老柴房柴火鸡(航天立交店),川菜,4,4.62,4.44
三和园私家菜(总店),川菜,4.94,4.51,4.91
胡桃里音乐酒馆(郫都店),川菜,3.92,4.13,4.59
老柴房柴火鸡(航天立交店),川菜,4.73,4.72,4.38
百姓百味民间拿手川菜(华阳店),川菜,4.5,4.9,4.25
千金醉·将军烧(太古里店),川菜,4.1,4.4,4.89
三和园私家菜(总店),川菜,4.06,4.36,4.66
甦杏鸡毛店(天府长城店),川菜,4.82,4.66,4.6
老地方跷脚牛肉牛王府(蜀汉路店),川菜,4.62,4.97,4.14
银芭(科学城店),川菜,4.08,4.53,4.1
烤匠麻辣烤鱼(龙湖滨江店),川菜,4.64,4.49,4.31
醉烧膘·烧烤夜宵王,川菜,4.97,4.28,3.91
渝九香川菜馆(春熙店),川菜,4.44,3.97,4.41
巷子肥肠,川菜,4.9,4.98,4.82
悦百味品质川菜(UPARK公园店),川菜,4.75,4.09,3.96
里院传家菜?小庭院川菜(九眼桥店),川菜,4.27,4.58,4.98
霸王虾?成都麻辣小龙虾(华阳店),川菜,4.44,4.9,3.91
瓦库36号(东郊记忆店),川菜,4.81,4.55,4.12
组织向南,川菜,4.13,4.16,4.57
拈一筷子·宜宾江湖菜(九眼桥十一街店),川菜,4.88,4.23,4.09
柴门河鲜馆(航空路店),川菜,4.39,4.86,4.76
乔一乔怪味餐厅(世纪城店),川菜,4.13,4.81,4.39
鸡毛店(双楠店),川菜,4.46,3.95,3.95
鸡毛店(人民公园店),川菜,4.25,4.3,4.23
烤匠麻辣烤鱼(龙湖北城天街店),川菜,4.21,4.59,4.3
蓉和妈妈菜·芙蓉花开(高新店),川菜,3.24,4.85,3.94
盐帮江湖菜(天府逸家店),川菜,4.51,4.88,4.42
烤匠麻辣烤鱼(仁和新城店),川菜,4.69,4.56,4.91
焱味?邱金,川菜,4.03,4.64,4.43
夜食·乐山江湖菜(海椒市店),川菜,4.11,4.35,4.57
烤匠麻辣烤鱼(in99银泰店),川菜,4.37,4.98,4.78
泰香米泰国餐厅(青羊万达店),川菜,4.94,4.17,3.97
红杏酒家(明珠店),川菜,3.97,4.74,4.72
红杏酒家(锦华店),川菜,4.36,4.59,4.2
情妹妹·干锅锅(西安中路店),川菜,4,4.27,4.5
柒月小院,川菜,4.64,4.32,4.56
茗虾荟(环球中心店),川菜,4.33,4.45,4.93
颜氏跷脚牛肉,川菜,3.89,4.15,4.25
大嘴砂锅(温江旗舰店),川菜,4.05,4.07,4.45
屋顶上的樱园,川菜,4,4.72,4.27
孔干饭·四川方言四川菜(红星路店),川菜,4.68,4.67,4.09
胡桃里音乐酒馆(新会展店),川菜,4.31,4.13,4.69
王婆婆大牌檔,川菜,4.22,4.76,4.06
烤匠麻辣烤鱼(蓝色加勒比店),川菜,4.92,3.95,4.54
不二·民谣音乐餐吧(高新店),川菜,4.71,4.05,4.93
花间别院,川菜,4.02,4.84,4.19
天福美院·老厂酒菜馆,川菜,4.76,4.31,4.9
百姓百味民间拿手川菜(七一广场店),川菜,4.27,4.52,4.39
打牙祭(八里小区总店),川菜,4.37,4.34,4.51
鸡毛店(温江杨柳西路店),川菜,4,4.61,4.94
烤匠麻辣烤鱼(建设路店),川菜,4.9,4.04,4.49
探鱼(银泰城店),川菜,4.28,4.93,4.39
黄哥江油肥肠,川菜,4.03,4.57,3.9
红杏酒家(紫荆店),川菜,4.14,4.07,4.03
搭膳·私享,川菜,4.42,4.38,4.26
烤匠麻辣烤鱼(凯德·天府店),川菜,4.06,4.09,3.98
雍雅山房(东坡店),川菜,4.99,4.41,4.89
鸡毛店(温江南浦路店),川菜,4.13,3.96,3.97
红杏酒家(光华店),川菜,4.48,4.57,4.31
乔一乔怪味餐厅(机场店),川菜,4.06,4.9,4.4
椰妹原生态椰子鸡(成都大悦城店),川菜,4.29,4.33,4.62
烤匠麻辣烤鱼(锦华万达店),川菜,3.96,4.38,3.98
泰香米泰国餐厅(西宸天街店),川菜,4.6,4.48,4.35
浮何烤铺(桐梓林店),川菜,4.95,4.69,4.33
一品红烧鸭,川菜,4.9,3.92,4.28
琴台廊桥,川菜,4.79,4.37,4.69
九锅一堂重庆家常菜(春熙壹购店),川菜,3.93,4.89,4.25
蟹蟹时光(宽窄巷子店),川菜,4.86,4.68,4.15
蓉和妈妈菜·故乡情(双流金河路店),川菜,4.33,4.44,4.5
阿斯牛牛·川菜系·凉山菜(新会展店),川菜,4.2,4.43,4.14
2号门花园私家菜(清水河店),川菜,4.88,4.56,4.47
霸王虾·成都麻辣小龙虾(玉林店),川菜,4.38,4.94,4.3
天添饭店·始于1995年(玉林东街店),川菜,4.55,4.26,4.05
鸡毛店(西体店),川菜,4.02,4.18,4.57
陈家祠堂老版川菜(汇智惠众餐馆),川菜,4.8,4.8,4.2
休记光头香辣蟹干锅(彭州店),川菜,3.9,3.9,4.36
休记光头香辣蟹干锅(彭州店),川菜,4.25,4.97,4.56
白色圆舞曲·私房菜餐厅,川菜,4.8,4.98,4.19
烤匠·麻辣烤鱼(青羊万达店),川菜,4.55,4.07,4.25
三川里·川菜馆,川菜,4.1,4.49,4.26
茗虾荟(天府广场店),川菜,4.49,4.56,4.91
新繁老號豌豆汤饭店·江湖菜(宝光寺店),川菜,4.69,4.52,4.31
季亦·爱上火爆,川菜,4.84,4.35,4.43
道明竹里,川菜,4.47,4.98,4.14
龙潭喜客·四川客家菜,川菜,4.29,4.18,4.49
拂晓(西村总店),川菜,4.34,4.59,4.76
菇菇宴川菜馆·宴会(南湖公园店),川菜,4.89,4.49,4.37
有鱼吃·蒜香纸包烤鱼(悠方店),川菜,4.61,4.83,4.94
霸王虾?成都麻辣小龙虾(九眼桥店),川菜,4.37,4.77,4
甦杏鸡毛店(新都店),川菜,4.88,4.58,4.66
悦江湖花胶鸡·私房菜(北泉路店),川菜,4.05,4.27,4.5
鸡毛店(双流福田店),川菜,4.53,4.87,4.59
柴门饭儿(万象城店),川菜,4.08,4.54,4.11
烤匠麻辣烤鱼(金牛万达店),川菜,4.37,4.31,4.24
文武大厨·热辣江湖菜(玉林店),川菜,4.81,4.95,3.92
探鱼(双楠伊藤店),川菜,3.91,4.92,4.91
市井生活·传统川菜,川菜,4.18,3.99,4.32
